p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
3.21606009532947e-116	0.230978082649014	0.399	0.197	6.30572902891248e-112	pLOF	COL6A2
5.05715607541948e-116	0.151050385197471	0.665	0.493	9.91556591707497e-112	pLOF	FA2H
6.67471530351067e-116	0.109243658119233	0.887	0.841	1.30871142955934e-111	pLOF	IL6R
1.23279798417668e-115	0.16069181973917	0.723	0.57	2.41714700757521e-111	pLOF	PUM3
1.41499846176266e-115	0.169305940492358	0.684	0.519	2.77438748397806e-111	pLOF	ITGB3
2.82750620854077e-115	0.115638217625215	0.815	0.702	5.54389142308588e-111	pLOF	TNKS1BP1
4.28612137704822e-115	0.129239025596852	0.844	0.738	8.40379818397845e-111	pLOF	MYO1E
4.39538159803057e-115	0.212387838729229	0.512	0.301	8.61802469925855e-111	pLOF	ETV7
8.88255017707386e-115	0.213927614480989	0.508	0.313	1.74160161321887e-110	pLOF	C2orf82
9.58146622159079e-115	0.196215086261446	0.453	0.256	1.87863808206731e-110	pLOF	CLIC6
1.64953449334919e-114	0.220095586366557	0.46	0.253	3.23424228110975e-110	pLOF	S100A4
1.89740834224851e-114	0.224612506499981	0.494	0.299	3.72024853664664e-110	pLOF	DPT
6.8617378883661e-114	0.237923169172957	0.399	0.205	1.34538094777194e-109	pLOF	PDGFB
8.77505280020593e-114	0.138145809630073	0.783	0.687	1.72052460253638e-109	pLOF	ENPP3
2.44583813013951e-113	0.105513297747186	0.893	0.825	4.79555482176453e-109	pLOF	WWTR1
2.97156288089345e-113	0.183751514334772	0.565	0.367	5.82634334056778e-109	pLOF	SLC9A1
6.29734280306298e-112	0.243069490130757	0.221	0.084	1.23472000339656e-107	pLOF	SLITRK2
8.55692335862179e-112	0.17811574448222	0.669	0.5	1.67775596292497e-107	pLOF	SYT13
8.8153179224429e-112	0.113003715085939	0.834	0.774	1.72841938505338e-107	pLOF	ATP1B1
1.22634592125012e-111	0.11825829062553	0.83	0.72	2.40449644779511e-107	pLOF	LAMA3
2.2145517731418e-111	0.185357802121984	0.645	0.506	4.34207166159912e-107	pLOF	ST14
3.1179946113309e-111	0.0891064605721095	0.917	0.886	6.11345203443649e-107	pLOF	SSPN
3.97088418081439e-111	0.122649270800876	0.798	0.664	7.78571261332276e-107	pLOF	ZPLD1
6.38244430338225e-111	0.0840895516363422	0.933	0.885	1.25140585456416e-106	pLOF	NFIC
7.49176743919614e-111	0.240876346875548	0.333	0.169	1.46891084180319e-106	pLOF	UNC93A
1.13191110257196e-110	0.197435076597424	0.509	0.313	2.21933809881284e-106	pLOF	MINOS1
1.44680071649079e-110	0.107657094298184	0.902	0.82	2.83674216482349e-106	pLOF	CIT
2.22092867497803e-110	0.239286832911321	0.328	0.154	4.35457485302943e-106	pLOF	LAPTM5
2.837226705826e-110	0.224163154419985	0.244	0.116	5.56295040211305e-106	pLOF	ZNF727
3.1658606500282e-110	0.23560562485698	0.432	0.237	6.20730297651028e-106	pLOF	PARM1
4.50283445124114e-110	0.0749655513230055	0.918	0.858	8.82870750854849e-106	pLOF	PDIA5
8.1018306227911e-110	0.243447521523398	0.284	0.144	1.58852593021065e-105	pLOF	LGALS4
9.18783902174535e-110	0.24260543225329	0.332	0.157	1.80145959699361e-105	pLOF	MDK
1.13142023552515e-109	0.15346213139221	0.578	0.401	2.21837565579416e-105	pLOF	UNC5B
2.16494640500444e-109	0.1928131254706	0.603	0.415	4.24481041629221e-105	pLOF	DENND2D
2.31159239402884e-109	0.116362886048186	0.871	0.775	4.53233920697234e-105	pLOF	MBP
2.44811184468677e-109	0.223305051449454	0.406	0.211	4.80001289387736e-105	pLOF	RBPMS2
3.64078846003561e-109	0.180538704569252	0.561	0.372	7.13849393359183e-105	pLOF	FAM207A
8.64896399332987e-109	0.175669119366095	0.638	0.456	1.69580237017219e-104	pLOF	SERINC2
9.52897440444609e-109	0.148238048536742	0.668	0.518	1.86834601147975e-104	pLOF	ANXA6
2.17352554835082e-108	0.0976323040450594	0.881	0.812	4.26163154265146e-104	pLOF	CXXC5
2.4771836599979e-108	0.133983397029807	0.771	0.63	4.85701400215788e-104	pLOF	ERI1
4.21663636001092e-108	0.138239506512751	0.761	0.617	8.2675589110734e-104	pLOF	ECE1
4.61198365822163e-108	0.161510811560894	0.635	0.469	9.04271635867515e-104	pLOF	S100A2
6.7353298943181e-108	0.111195931673352	0.779	0.655	1.32059613237895e-103	pLOF	LAMA5
1.00593943988174e-107	0.0886963728437969	0.937	0.882	1.97234545977613e-103	pLOF	DNM2
1.51458637879811e-107	0.238752140475805	0.281	0.126	2.96964951290945e-103	pLOF	ERFE
1.85938012830505e-107	0.30464502145127	0.304	0.131	3.64568661756772e-103	pLOF	TRIM63
4.97671714908114e-107	0.196032997024904	0.345	0.176	9.7578493142034e-103	pLOF	HS3ST3B1
1.80627388301293e-106	0.133207184372328	0.861	0.747	3.54156120242345e-102	pLOF	DCLK1
3.89275839821816e-106	0.135331704996197	0.783	0.656	7.63253139138634e-102	pLOF	BCR
6.27759621348843e-106	0.190223740277336	0.475	0.28	1.23084828957868e-101	pLOF	KNOP1
1.02120223272773e-105	0.212092949097696	0.577	0.418	2.00227121770927e-101	pLOF	SLC36A1
1.39678052797962e-105	0.146092265944851	0.626	0.468	2.73866758120963e-101	pLOF	CAMKK1
4.22433184755033e-105	0.10926020753809	0.835	0.74	8.28264745349193e-101	pLOF	SLC2A1
6.06945636631391e-105	0.216021311891816	0.517	0.316	1.19003830974317e-100	pLOF	MAB21L3
7.71634574901633e-105	0.192060558772695	0.603	0.414	1.51294391100963e-100	pLOF	CCBE1
1.18569718454441e-104	0.185128483695607	0.575	0.435	2.32479646973622e-100	pLOF	IGSF9B
1.18887037563036e-104	0.280141159743531	0.305	0.128	2.33101814549845e-100	pLOF	FAM151A
2.87837581358733e-104	0.194792565082092	0.558	0.368	5.64363145770068e-100	pLOF	RAB27B
7.4116649079157e-104	0.150705630775004	0.64	0.47	1.45320513849503e-99	pLOF	SLC20A2
9.7924956943637e-104	0.199068915119357	0.549	0.387	1.92001463079389e-99	pLOF	RGSL1
1.3797132796502e-103	0.146686913432888	0.693	0.529	2.70520382741015e-99	pLOF	PUM1
5.53377161958813e-103	0.241351072551949	0.256	0.113	1.08500660145264e-98	pLOF	POU3F2
6.27018743120176e-103	0.300495963699473	0.268	0.104	1.22939564963573e-98	pLOF	NPHS2
7.21119402199731e-103	0.146290319664918	0.752	0.613	1.41389881189301e-98	pLOF	RUSC2
8.84289180556892e-103	0.10228716521928	0.841	0.748	1.7338257963179e-98	pLOF	PPARGC1B
1.49358567603784e-102	0.122001470140453	0.83	0.708	2.9284734350074e-98	pLOF	MYO10
1.94002422543752e-102	0.16816458894876	0.621	0.445	3.80380549881535e-98	pLOF	C4orf45
3.36141062565528e-102	0.0810199342766665	0.966	0.931	6.59071781372231e-98	pLOF	RP11-613M10.9
1.42876502109012e-101	0.164839148662067	0.588	0.42	2.8013795768514e-97	pLOF	NIT2
2.51406836505146e-101	0.137198705688803	0.704	0.548	4.92933384335639e-97	pLOF	PDP1
2.88251860005091e-101	0.188423678424177	0.532	0.331	5.65175421911982e-97	pLOF	ITPRIP
3.1129104487814e-101	0.203667947272423	0.461	0.28	6.1034835169257e-97	pLOF	TDO2
3.31587427409761e-101	0.279057727777222	0.253	0.1	6.50143468922318e-97	pLOF	KRT78
5.65736335244328e-101	0.135050688409809	0.757	0.616	1.10923923251355e-96	pLOF	PEX14
5.98904137625977e-101	0.148469590076371	0.673	0.509	1.17427134264325e-96	pLOF	STPG1
1.08747174138275e-100	0.149525999826928	0.658	0.491	2.13220584332916e-96	pLOF	EPHA2
5.45047064444796e-100	0.243883224702828	0.433	0.257	1.06867377925691e-95	pLOF	ADAMTS15
6.71687521129655e-100	0.176792049689255	0.29	0.187	1.31697772267891e-95	pLOF	PTGS1
1.18863094809402e-99	0.191481209996669	0.459	0.274	2.33054869992795e-95	pLOF	APOBEC3A
1.84388853534555e-99	0.181693629396606	0.567	0.369	3.61531225125202e-95	pLOF	UMODL1
2.86341659035217e-99	0.0946720279850509	0.936	0.891	5.6143009087035e-95	pLOF	SPTBN1
3.2971932676609e-99	0.0859841636877187	0.925	0.893	6.46480683990274e-95	pLOF	MACF1
4.79119495510849e-99	0.16340974155542	0.615	0.437	9.39409594848121e-95	pLOF	MB
5.21109722145322e-99	0.211483145438918	0.462	0.274	1.02173983221033e-94	pLOF	ZKSCAN3
7.42774192364498e-99	0.174016089174664	0.647	0.469	1.45635735896907e-94	pLOF	ADTRP
1.02246916945165e-98	0.165185270922732	0.581	0.405	2.00475530054385e-94	pLOF	RHOBTB2
1.17536060089108e-98	0.194092595614391	0.458	0.271	2.30452953016714e-94	pLOF	GOLGA7B
1.48975663363218e-98	0.118270241404437	0.771	0.662	2.92096583156261e-94	pLOF	ADAM9
1.73250460127848e-98	0.246686211800565	0.157	0.047	3.39692177172672e-94	pLOF	SHISA3
1.99876290728912e-98	0.159396080823413	0.64	0.471	3.91897443232177e-94	pLOF	MAMLD1
2.24469657793518e-98	0.162434707951727	0.615	0.447	4.40117658035751e-94	pLOF	AQP3
3.54355537249063e-98	0.2152251580723	0.443	0.248	6.94784901884238e-94	pLOF	SH3BGRL3
4.69127798932917e-98	0.0928214106825471	0.891	0.787	9.19818875367771e-94	pLOF	NCOA2
6.24021442130526e-98	0.272923327052324	0.203	0.076	1.22351884158532e-93	pLOF	LRRC38
6.73888487275318e-98	0.108216089204093	0.85	0.761	1.32129315700072e-93	pLOF	DLGAP4
9.7280616855619e-98	0.159254190035276	0.61	0.436	1.90738105468812e-93	pLOF	THNSL2
3.2903026688169e-97	0.0745401313764585	0.977	0.94	6.4512964427493e-93	pLOF	TNS1
3.44919154514317e-97	0.0845964725350355	0.903	0.841	6.76282986256221e-93	pLOF	RAI1
4.02957860999528e-97	0.144288922608244	0.655	0.479	7.90079478061774e-93	pLOF	WASF2
7.3904719950214e-97	0.187365539763681	0.531	0.341	1.44904984406385e-92	pLOF	S100A16
1.54061772874519e-96	0.228639767887881	0.458	0.278	3.0206891807507e-92	pLOF	MTMR11
1.71111110863356e-96	0.087379209703229	0.925	0.873	3.35497555069783e-92	pLOF	CLEC16A
1.81187216017132e-96	0.163208853223317	0.533	0.334	3.55253774444791e-92	pLOF	PLXNA1
2.26851198809072e-96	0.116886022220739	0.688	0.559	4.44787145504947e-92	pLOF	CD74
3.17506925754961e-96	0.212897729970623	0.388	0.222	6.22535829327752e-92	pLOF	GABRP
9.20340061947874e-96	0.134719199165193	0.674	0.529	1.8045107594612e-91	pLOF	RAB3IP
1.25191386305976e-95	0.123467936291018	0.772	0.633	2.45462751130127e-91	pLOF	CAPZB
1.34195523449145e-95	0.11134208153674	0.728	0.589	2.63117162826738e-91	pLOF	MOB3A
1.37451742232263e-95	0.148139734867455	0.708	0.551	2.69501630994798e-91	pLOF	FHL1
1.88230599155312e-95	0.120549361186103	0.811	0.685	3.69063735763821e-91	pLOF	WDFY3
2.38621621405649e-95	0.127672394009551	0.795	0.651	4.67865413090056e-91	pLOF	FAM110B
2.59498866075325e-95	0.201707302338905	0.503	0.308	5.0879942671389e-91	pLOF	MOCOS
4.87074307307706e-95	0.226203029862121	0.293	0.134	9.55006594338219e-91	pLOF	KRT19
5.1251341724733e-95	0.0764345505582641	0.872	0.814	1.00488505719684e-90	pLOF	MGLL
5.21190878355057e-95	0.182546311815479	0.455	0.281	1.02189895519076e-90	pLOF	MINA
5.5025014151214e-95	0.108345137318016	0.838	0.732	1.07887545246285e-90	pLOF	COL27A1
5.88681839765386e-95	0.111420319097374	0.798	0.689	1.15422848322799e-90	pLOF	MTHFR
6.95392295226172e-95	0.110330590620256	0.719	0.568	1.36345567324996e-90	pLOF	GSN
7.65247673143229e-95	0.202970891132328	0.377	0.19	1.50042111273193e-90	pLOF	TMEM265
2.34915398619335e-94	0.125385354159369	0.793	0.689	4.6059862207293e-90	pLOF	ANKRD55
2.4671669754397e-94	0.138427411918889	0.696	0.547	4.83737428874462e-90	pLOF	MALT1
2.63723833215835e-94	0.129303137640656	0.773	0.65	5.17083319786287e-90	pLOF	EPB41
6.92792277941396e-94	0.264996343010582	0.212	0.085	1.3583578193597e-89	pLOF	C2orf54
8.5076071682682e-94	0.164605017867842	0.643	0.475	1.66808653748235e-89	pLOF	PARP4
1.5442607600385e-93	0.108294794806466	0.799	0.703	3.02783207220748e-89	pLOF	PTPRE
3.20639895868233e-93	0.21301472713818	0.236	0.095	6.28678643828844e-89	pLOF	SCX
9.1369275268025e-93	0.126467812267664	0.822	0.69	1.79147738018017e-88	pLOF	DHRSX
1.09812037413269e-92	0.109095937067645	0.863	0.79	2.15308461756197e-88	pLOF	JAK1
1.14985225760939e-92	0.134775203809071	0.63	0.478	2.25451532149474e-88	pLOF	ATP6V1A
2.24712946636143e-92	0.244198788590721	0.248	0.1	4.40594674469485e-88	pLOF	MYCL
9.44790038797796e-92	0.145049488536094	0.779	0.666	1.85244982907084e-87	pLOF	PPARGC1A
1.11629833084936e-91	0.0983097800361217	0.919	0.87	2.18872613729634e-87	pLOF	ABLIM1
1.62979031020283e-91	0.115079789737651	0.87	0.787	3.1955298612147e-87	pLOF	SH3BP2
1.89150120829174e-91	0.168469328186549	0.521	0.327	3.70866641909762e-87	pLOF	ADGRB2
2.25826531826251e-91	0.186866460159296	0.513	0.328	4.42778080951731e-87	pLOF	RNF122
3.68750399609478e-91	0.157366185290459	0.567	0.388	7.23008908514304e-87	pLOF	CMYA5
3.85616723771581e-91	0.142883717088491	0.575	0.415	7.56078710298938e-87	pLOF	SCD5
4.35130962840527e-91	0.145697787510538	0.654	0.481	8.53161278841421e-87	pLOF	DEC1
1.97249415040633e-90	0.0851374384368628	0.916	0.877	3.86746928070168e-86	pLOF	SLC4A4
4.03693595585941e-90	0.0898168462108281	0.885	0.806	7.91522032865355e-86	pLOF	SLC39A14
9.21420476571407e-90	0.165975515975332	0.445	0.265	1.80662912841356e-85	pLOF	PRR36
1.53719075273907e-89	0.223800532614687	0.322	0.154	3.0139699088955e-85	pLOF	LPAR2
2.177193841922e-89	0.127435865248266	0.748	0.617	4.26882396585646e-85	pLOF	FAM65A
2.55167845961294e-89	0.174034033460483	0.608	0.441	5.00307595576308e-85	pLOF	PDZK1
7.74086362462931e-89	0.129449595864056	0.726	0.579	1.51775113088107e-84	pLOF	ENO1
9.66526577008136e-89	0.0986121835341351	0.925	0.882	1.89506865953985e-84	pLOF	PLEKHA7
2.64729060380128e-88	0.222431544628401	0.363	0.199	5.19054268687316e-84	pLOF	LYG1
2.71732623416138e-88	0.0857525258311054	0.905	0.854	5.32786154732022e-84	pLOF	PACSIN2
8.12931779411442e-88	0.162864419329769	0.514	0.335	1.59391533989201e-83	pLOF	NKD1
1.17030696716417e-87	0.14571842412288	0.692	0.54	2.2946208705188e-83	pLOF	CCDC33
1.29179671081014e-87	0.128687495069316	0.784	0.674	2.53282581088544e-83	pLOF	KCNK5
2.04292801372462e-87	0.129962097652288	0.755	0.622	4.00556895650987e-83	pLOF	RAB20
3.46903369849424e-87	0.198862961353518	0.404	0.221	6.80173437263765e-83	pLOF	RAI2
3.48716115107608e-87	0.17855858371194	0.55	0.37	6.83727686891487e-83	pLOF	ATP6V1B2
6.20481999265125e-87	0.111296875745439	0.861	0.758	1.21657905595913e-82	pLOF	FRYL
7.59140519118582e-87	0.168165950619105	0.592	0.406	1.4884468158358e-82	pLOF	EIF4EBP1
8.13630109233001e-87	0.151390521325485	0.606	0.438	1.59528455517315e-82	pLOF	ISG15
9.02052548993289e-87	0.101986204509528	0.804	0.703	1.76865443281114e-82	pLOF	UBE2D3
1.18187301781627e-86	0.105354397665283	0.775	0.673	2.31729842603236e-82	pLOF	RP11-403P17.5
1.67209242155337e-86	0.164387656744413	0.507	0.331	3.27847161093969e-82	pLOF	UFSP2
1.98865288759964e-86	0.203757176086575	0.399	0.212	3.89915171671661e-82	pLOF	TMEM200B
3.33751829851487e-86	0.113631986933279	0.806	0.696	6.5438721278981e-82	pLOF	LATS2
3.959474018042e-86	0.188709235977232	0.498	0.317	7.76334070717496e-82	pLOF	FYCO1
6.96779574156532e-86	0.183711765325658	0.498	0.326	1.36617571104871e-81	pLOF	SCG5
1.26040843905107e-85	0.144149832678042	0.552	0.391	2.47128282644743e-81	pLOF	TCERG1L
1.75294055177048e-85	0.0866582651764335	0.929	0.886	3.43699053985638e-81	pLOF	PAX8
1.86451165774053e-85	0.261078061209356	0.191	0.069	3.65574800733186e-81	pLOF	ARL13A
3.01384918656003e-85	0.160602681402078	0.544	0.351	5.90925410008825e-81	pLOF	ADAMTS10
7.67520239174613e-85	0.181600367079233	0.55	0.379	1.50487693294966e-80	pLOF	SPINT1
2.09981406115116e-84	0.13892661965015	0.721	0.559	4.11710542969908e-80	pLOF	CRMP1
2.72865704490036e-84	0.211930794866713	0.325	0.165	5.35007786793613e-80	pLOF	APOBEC3B
3.2262766405838e-84	0.233492250891245	0.16	0.056	6.32576060919265e-80	pLOF	HLA-DOB
4.68666668246383e-84	0.209230152031348	0.332	0.168	9.18914736430684e-80	pLOF	GSTM2
6.40496656175459e-84	0.0723833435657242	0.884	0.814	1.25582179376322e-79	pLOF	ANKHD1-EIF4EBP3
7.65594352093599e-84	0.129221157194587	0.768	0.655	1.50110084614992e-79	pLOF	PEX26
9.45918923977548e-84	0.0811751668307134	0.963	0.916	1.85466323424278e-79	pLOF	NEDD4L
1.94066799083501e-83	0.163475637288747	0.598	0.441	3.80506772963021e-79	pLOF	EMX2
2.06085564166488e-83	0.127390464640044	0.751	0.621	4.04071965661234e-79	pLOF	MYEOV
2.22605454129975e-83	0.131200063398942	0.738	0.6	4.36462513912643e-79	pLOF	TASP1
3.00697137528873e-83	0.1688926984842	0.549	0.364	5.89576877552862e-79	pLOF	CTB-102L5.4
4.96372229835253e-83	0.107768821675602	0.638	0.484	9.7323703103798e-79	pLOF	C16orf74
5.16130981688543e-83	0.199371936624461	0.524	0.344	1.01197801579673e-78	pLOF	TMPRSS2
6.98188428886144e-83	0.116528285730576	0.804	0.678	1.36893805251706e-78	pLOF	ZNF83
7.25906523515055e-83	0.162819271205975	0.565	0.387	1.42328492065597e-78	pLOF	CISD2
8.11926938762417e-83	0.150306940744364	0.565	0.392	1.59194514883147e-78	pLOF	TMEM165
1.3115348242716e-82	0.200787211029381	0.428	0.242	2.57152632994932e-78	pLOF	KIF25
2.48625337578302e-82	0.111078994165726	0.728	0.596	4.87479699389777e-78	pLOF	CDCA2
3.89058416195474e-82	0.0846201992710082	0.884	0.814	7.62826836634465e-78	pLOF	FGD6
4.33322010596507e-82	0.157378560610927	0.633	0.449	8.49614466176571e-78	pLOF	ACSBG1
1.79324693097472e-81	0.17550848229617	0.46	0.285	3.51601925756214e-77	pLOF	MEX3B
2.06272218098631e-81	0.0979761929822459	0.825	0.748	4.04437938025986e-77	pLOF	C5orf56
3.32960779933208e-81	0.116944117043912	0.682	0.535	6.5283620121504e-77	pLOF	TCEA3
3.41219149164624e-81	0.0853715302894029	0.933	0.863	6.69028385767079e-77	pLOF	ANXA4
7.70118661405198e-81	0.169386053750629	0.47	0.291	1.50997165941717e-76	pLOF	RAB6B
8.15636383219361e-81	0.103548663441664	0.832	0.739	1.5992182565782e-76	pLOF	ARHGAP22
9.73228590354346e-81	0.163696593101773	0.562	0.392	1.90820929710777e-76	pLOF	PLEKHF1
1.04297085397614e-80	0.147549821974588	0.576	0.435	2.04495295339102e-76	pLOF	KLF15
1.78697389942463e-80	0.259363599784034	0.197	0.077	3.50371972460187e-76	pLOF	GSTM1
2.02050920441333e-80	0.087555238597352	0.814	0.724	3.96161239709322e-76	pLOF	MAML1
2.06334797247812e-80	0.0951496777027967	0.732	0.614	4.04560636963785e-76	pLOF	FAXDC2
2.93994118382264e-80	0.121379688347693	0.588	0.429	5.76434267912105e-76	pLOF	AL513122.1
3.01828183625444e-80	0.0818915521358945	0.962	0.918	5.91794519634409e-76	pLOF	MAML2
7.93658071476077e-80	0.137935340046565	0.697	0.552	1.55612538074314e-75	pLOF	ACOX3
9.32073926121577e-80	0.196703326572887	0.499	0.314	1.82751734694658e-75	pLOF	AJAP1
1.06007835651846e-79	0.18199158111366	0.309	0.15	2.07849563362575e-75	pLOF	ZNF761
1.52340765979356e-79	0.219618574022691	0.345	0.175	2.98694539855723e-75	pLOF	TMEM98
1.56743958043987e-79	0.14225700760553	0.536	0.356	3.07327878536845e-75	pLOF	B3GALT5
1.79806134173859e-79	0.148627485475011	0.642	0.492	3.52545887274686e-75	pLOF	KBTBD11
3.54001876597913e-79	0.146723172095175	0.543	0.381	6.94091479445528e-75	pLOF	LNP1
8.09226492833896e-79	0.102167840352578	0.79	0.676	1.58665038449942e-74	pLOF	KLF6
1.55956606047931e-78	0.106745233091087	0.804	0.692	3.05784117478178e-74	pLOF	SKI
1.8110371456782e-78	0.175765628978054	0.464	0.297	3.55090053153124e-74	pLOF	AP000295.9
4.83278858613471e-78	0.133320336608369	0.695	0.567	9.47564858083432e-74	pLOF	S100A10
5.70750727198714e-78	0.10811446168547	0.753	0.624	1.11907095081852e-73	pLOF	HK1
6.935784587996e-78	0.108933785092946	0.721	0.594	1.35989928416838e-73	pLOF	JUN
7.33400759439917e-78	0.0842229057692728	0.781	0.679	1.43797886903385e-73	pLOF	MGAT1
9.50685660170616e-78	0.18586073335551	0.44	0.262	1.86400937389653e-73	pLOF	CSPG4
1.17517966373458e-77	0.136660882012991	0.577	0.415	2.30417476668438e-73	pLOF	DTX4
1.20790684477719e-77	0.157102033664209	0.558	0.413	2.36834295055465e-73	pLOF	MAP2K4
1.50477799132715e-77	0.0857825477430882	0.881	0.807	2.95041820759515e-73	pLOF	TACC2
1.6797548243957e-77	0.151875445812812	0.634	0.473	3.29349528419265e-73	pLOF	ZNF43
1.77991635510839e-77	0.0819792638684287	0.899	0.848	3.48988199746103e-73	pLOF	EPS8L2
2.69889231381412e-77	0.17537412713738	0.517	0.32	5.29171815969535e-73	pLOF	ZBTB17
3.6927370916618e-77	0.143047274294363	0.548	0.389	7.2403496156213e-73	pLOF	CTC-441N14.4
3.85442138561817e-77	0.160450649862986	0.507	0.337	7.55736401078155e-73	pLOF	C17orf99
4.39539527811199e-77	0.109580530824542	0.794	0.685	8.61805152179418e-73	pLOF	CAMK2D
4.47466004582781e-77	0.190325441243436	0.371	0.199	8.77346595185458e-73	pLOF	PLEKHN1
4.99011478496933e-77	0.195640898870577	0.384	0.215	9.78411805888936e-73	pLOF	SERPINF1
5.05341670533725e-77	0.161846755839175	0.55	0.361	9.90823413415474e-73	pLOF	MARCH10
5.43484840906875e-77	0.114111337122945	0.803	0.706	1.06561072756611e-72	pLOF	EVA1C
6.23572313698737e-77	0.166029725074535	0.451	0.268	1.22263823546911e-72	pLOF	HLA-DQB1
6.53665665495416e-77	0.156292092433347	0.556	0.381	1.28164227033686e-72	pLOF	COL15A1
1.0066096079542e-76	0.0753406691240119	0.918	0.845	1.9736594583158e-72	pLOF	ZNF608
1.3377182628458e-76	0.17301267327989	0.407	0.242	2.62286419796176e-72	pLOF	FGF2
1.82691989650286e-76	0.107377107585498	0.817	0.726	3.58204184107316e-72	pLOF	ZNF827
2.01155135920257e-76	0.175692420592456	0.4	0.237	3.94404874998849e-72	pLOF	PGGHG
3.045684727398e-76	0.168502370859387	0.41	0.235	5.97167404500926e-72	pLOF	CPA5
3.5925105285604e-76	0.230362791661296	0.229	0.098	7.04383539334838e-72	pLOF	F10
4.44439808048669e-76	0.109871915625967	0.899	0.803	8.71413131641025e-72	pLOF	PTH2R
7.19296626250232e-76	0.138429191965097	0.726	0.583	1.41032489508883e-71	pLOF	RASGRP1
7.66233427839265e-76	0.145464669209121	0.425	0.275	1.50235388196445e-71	pLOF	PCYOX1L
1.35850818670738e-75	0.104952223819854	0.809	0.743	2.66362700167715e-71	pLOF	MAPKAPK2
1.4385164241854e-75	0.14558275113737	0.601	0.447	2.82049915290031e-71	pLOF	EYA3
1.76434415947574e-75	0.178053566292462	0.564	0.399	3.45934959348408e-71	pLOF	PBX4
1.93452732728438e-75	0.169967095859925	0.523	0.347	3.79302773060649e-71	pLOF	SCARA5
1.98212076558378e-75	0.148228920563283	0.641	0.487	3.88634418508012e-71	pLOF	SRC
2.43216249330679e-75	0.11629785668105	0.684	0.534	4.76874100062662e-71	pLOF	AGRN
2.7723321798888e-75	0.149901832851468	0.19	0.078	5.43571170510797e-71	pLOF	CLEC11A
9.16381765944331e-75	0.129875077847183	0.653	0.5	1.79674972848705e-70	pLOF	ACTR3C
9.3119052765195e-75	0.182317376982079	0.476	0.312	1.82578526756718e-70	pLOF	PDGFRA
1.13280752543945e-74	0.143664812148193	0.617	0.462	2.22109571512913e-70	pLOF	CEP85
1.38115399503514e-74	0.142679307718424	0.552	0.391	2.70802863806539e-70	pLOF	TOMM70
1.39590719184924e-74	0.194920122811748	0.463	0.291	2.7369552310588e-70	pLOF	TMEM109
